food,category,country,region,year,imports,exports,production,consumption,yield,price
Food,Category,Country,Region,Market Year,Imports (Metric Ton),Exports (Metric Ton),Domestic Production (Metric Ton),Domestic Consumption (Metric Ton),Yield (MT/HA),"U.S. import price (12 month average, US dollars per MT)"
Sunflowerseed Oil,OIL,Brazil,SOUTH_AMERICA,2014,33830,1281,100940,,,
Sunflowerseed Oil,OIL,Paraguay,SOUTH_AMERICA,2014,31026,44392,57215,,,
Sunflowerseed Oil,OIL,Uruguay,SOUTH_AMERICA,2014,3000,1183,26052,,,
Sunflowerseed Oil,OIL,Venezuela,SOUTH_AMERICA,2014,21000,1000,0,,,
Sunflowerseed Oil,OIL,India,SOUTH_ASIA,2014,1703366,158281,196860,,,
Sunflowerseed Oil,OIL,Pakistan,SOUTH_ASIA,2014,44587,12013,180600,,,
Sunflowerseed Oil,OIL,Bolivia,SUB_SAHARAN,2014,21915,108660,175900,,,
Sunflowerseed Oil,OIL,Burma,SUB_SAHARAN,2014,2196,3111,228350,,,
Sunflowerseed Oil,OIL,South Africa,SUB_SAHARAN,2014,202823,101235,405963,,,
Sunflowerseed Oil,OIL,United States,UNITED_STATES,2014,133378,92992,334915,,,
Chicken,POULTRY,Kazakhstan,CENTRAL_ASIA,2014,721000,3000,473000,,,
Chicken,POULTRY,Japan,EAST_ASIA,2014,3415000,31000,5210000,,,
Chicken,POULTRY,Taiwan,EAST_ASIA,2014,872000,29000,5335000,,,
Chicken,POULTRY,Macedonia,EUROPE,2014,41000,0,2000,,,
Chicken,POULTRY,Moldova,EUROPE,2014,87000,0,217000,,,
Chicken,POULTRY,Ukraine,EUROPE,2014,780000,188000,3327000,,,
Chicken,POULTRY,Cuba,MIDDLE_AMERICA,2014,986000,0,204000,,,
Chicken,POULTRY,Haiti,MIDDLE_AMERICA,2014,316000,0,80000,,,
Chicken,POULTRY,Jamaica,MIDDLE_AMERICA,2014,128000,0,305000,,,
Chicken,POULTRY,Angola,MIDDLE_EAST,2014,942000,0,76000,,,
Chicken,POULTRY,Bahrain,MIDDLE_EAST,2014,32000,0,6000,,,
Chicken,POULTRY,Iran,MIDDLE_EAST,2014,174000,10000,3920000,,,
Chicken,POULTRY,Iraq,MIDDLE_EAST,2014,673000,0,160000,,,
Chicken,POULTRY,Oman,MIDDLE_EAST,2014,415000,0,30000,,,
Chicken,POULTRY,Qatar,MIDDLE_EAST,2014,460000,0,54000,,,
Chicken,POULTRY,Saudi Arabia,MIDDLE_EAST,2014,7120000,253000,7243000,,,
Chicken,POULTRY,United Arab Emirates,MIDDLE_EAST,2014,440000,31000,78000,,,
Chicken,POULTRY,Yemen,MIDDLE_EAST,2014,124000,0,145000,,,
Chicken,POULTRY,Australia,OCEANIA,2014,16000,69000,2007000,,,
Chicken,POULTRY,Azerbaijan,RUSSIA,2014,182000,0,343000,,,
Chicken,POULTRY,Georgia,RUSSIA,2014,88000,1000,24000,,,
Chicken,POULTRY,Chile,SOUTH_AMERICA,2014,72000,93000,566000,,,
Chicken,POULTRY,Colombia,SOUTH_AMERICA,2014,86000,2000,2388000,,,
Chicken,POULTRY,India,SOUTH_ASIA,2014,0,9000,6610000,,,
Chicken,POULTRY,Indonesia,SOUTHEAST_ASIA,2014,8000,0,7250000,,,
Chicken,POULTRY,Malaysia,SOUTHEAST_ASIA,2014,393000,62000,13581000,,,
Chicken,POULTRY,Philippines,SOUTHEAST_ASIA,2014,298000,19000,1617000,,,
Chicken,POULTRY,Singapore,SOUTHEAST_ASIA,2014,1197000,123000,920000,,,
Chicken,POULTRY,Vietnam,SOUTHEAST_ASIA,2014,225000,1000,3325000,,,
Chicken,POULTRY,Benin,SUB_SAHARAN,2014,470000,0,112000,,,
Chicken,POULTRY,Congo (Brazzaville),SUB_SAHARAN,2014,171000,0,14000,,,
Chicken,POULTRY,Congo (Kinshasa),SUB_SAHARAN,2014,131000,0,24000,,,
Chicken,POULTRY,Gabon,SUB_SAHARAN,2014,114000,0,8000,,,
Chicken,POULTRY,Ghana,SUB_SAHARAN,2014,206000,0,180000,,,
Chicken,POULTRY,South Africa,SUB_SAHARAN,2014,684000,115000,5532000,,,
Chicken,POULTRY,United States,UNITED_STATES,2014,167000,19926000,121312000,,,
Turkey,POULTRY,Canada,ARCTIC_AMERICA,2014,20000,69000,489000,,,
Turkey,POULTRY,China,EAST_ASIA,2014,92000,0,12000,,,
Turkey,POULTRY,European Union,EUROPE,2014,1197000,1789000,23213000,,,
Turkey,POULTRY,Mexico,MIDDLE_AMERICA,2014,317000,2000,24000,,,
Turkey,POULTRY,Russia,RUSSIA,2014,59000,0,290000,,,
Turkey,POULTRY,Brazil,SOUTH_AMERICA,2014,0,331000,1030000,,,
Turkey,POULTRY,South Africa,SUB_SAHARAN,2014,68000,1000,16000,,,
Turkey,POULTRY,United States,UNITED_STATES,2014,49000,2589000,25289000,,,
Coffee,SPECIAL,Kazakhstan,CENTRAL_ASIA,2014,147000,0,0,,,
Coffee,SPECIAL,Croatia,EUROPE,2014,0,0,0,,,
Coffee,SPECIAL,Serbia,EUROPE,2014,76800,0,0,,,
Coffee,SPECIAL,Costa Rica,MIDDLE_AMERICA,2014,196320,2147160,2364000,,,
Coffee,SPECIAL,Cuba,MIDDLE_AMERICA,2014,27000,1560,15000,,,
Coffee,SPECIAL,Dominican Republic,MIDDLE_AMERICA,2014,0,7080,111000,,,
Coffee,SPECIAL,Guatemala,MIDDLE_AMERICA,2014,83640,950940,1010400,,,
Coffee,SPECIAL,Haiti,MIDDLE_AMERICA,2014,1500,2340,42000,,,
Coffee,SPECIAL,Honduras,MIDDLE_AMERICA,2014,17400,1036800,1095000,,,
Coffee,SPECIAL,Jamaica,MIDDLE_AMERICA,2014,0,5520,6720,,,
Coffee,SPECIAL,Mexico,MIDDLE_AMERICA,2014,531660,1668840,2562000,,,
Coffee,SPECIAL,Trinidad and Tobago,MIDDLE_AMERICA,2014,0,0,0,,,
Coffee,SPECIAL,Algeria,MIDDLE_EAST,2014,233400,0,0,,,
Coffee,SPECIAL,Angola,MIDDLE_EAST,2014,480,3300,15000,,,
Coffee,SPECIAL,Iran,MIDDLE_EAST,2014,112200,0,0,,,
Coffee,SPECIAL,New Caledonia,OCEANIA,2014,0,0,0,,,
Coffee,SPECIAL,Papua New Guinea,OCEANIA,2014,2160,99960,102600,,,
Coffee,SPECIAL,Brazil,SOUTH_AMERICA,2014,134280,4223280,6912000,,,
Coffee,SPECIAL,Colombia,SOUTH_AMERICA,2014,92940,1108860,1191240,,,
Coffee,SPECIAL,Ecuador,SOUTH_AMERICA,2014,170040,192840,55800,,,
Coffee,SPECIAL,Paraguay,SOUTH_AMERICA,2014,27900,31680,21480,,,
Coffee,SPECIAL,Peru,SOUTH_AMERICA,2014,3480,988080,1026000,,,
Coffee,SPECIAL,Venezuela,SOUTH_AMERICA,2014,143760,23040,171600,,,
Coffee,SPECIAL,India,SOUTH_ASIA,2014,439620,1417020,1263960,,,
Coffee,SPECIAL,Sri Lanka,SOUTH_ASIA,2014,0,0,0,,,
Coffee,SPECIAL,Indonesia,SOUTHEAST_ASIA,2014,134880,1073880,1260000,,,
Coffee,SPECIAL,Laos,SOUTHEAST_ASIA,2014,0,45000,57000,,,
Coffee,SPECIAL,Malaysia,SOUTHEAST_ASIA,2014,165000,258000,168000,,,
Coffee,SPECIAL,Philippines,SOUTHEAST_ASIA,2014,1031340,39300,139200,,,
Coffee,SPECIAL,Vietnam,SOUTHEAST_ASIA,2014,164280,3073920,3180000,,,
Coffee,SPECIAL,Benin,SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Bolivia,SUB_SAHARAN,2014,240,13560,27000,,,
Coffee,SPECIAL,Burundi,SUB_SAHARAN,2014,600,41100,41400,,,
Coffee,SPECIAL,Cameroon,SUB_SAHARAN,2014,2880,101340,115200,,,
Coffee,SPECIAL,Congo (Brazzaville),SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Congo (Kinshasa),SUB_SAHARAN,2014,1200,16680,56400,,,
Coffee,SPECIAL,Equatorial Guinea,SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Gabon,SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Guinea,SUB_SAHARAN,2014,720,17700,19800,,,
Coffee,SPECIAL,Guyana,SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Kenya,SUB_SAHARAN,2014,175440,918180,762120,,,
Coffee,SPECIAL,Liberia,SUB_SAHARAN,2014,0,360,360,,,
Coffee,SPECIAL,Madagascar,SUB_SAHARAN,2014,420,19800,66000,,,
Coffee,SPECIAL,Malawi,SUB_SAHARAN,2014,60,12120,12600,,,
Coffee,SPECIAL,Nigeria,SUB_SAHARAN,2014,0,960,8400,,,
Coffee,SPECIAL,Rwanda,SUB_SAHARAN,2014,0,30000,30000,,,
Coffee,SPECIAL,Sierra Leone,SUB_SAHARAN,2014,0,3000,5400,,,
Coffee,SPECIAL,Tanzania,SUB_SAHARAN,2014,30120,371100,375600,,,
Coffee,SPECIAL,Togo,SUB_SAHARAN,2014,0,21600,21600,,,
Coffee,SPECIAL,Uganda,SUB_SAHARAN,2014,54060,906360,894000,,,
Coffee,SPECIAL,Zambia,SUB_SAHARAN,2014,0,0,0,,,
Coffee,SPECIAL,Zimbabwe,SUB_SAHARAN,2014,0,0,0,,,
Sugar (Beet & Cane),SPECIAL,Kazakhstan,CENTRAL_ASIA,2014,970000,26000,53000,,,
Sugar (Beet & Cane),SPECIAL,Tajikistan,CENTRAL_ASIA,2014,263000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Turkmenistan,CENTRAL_ASIA,2014,338000,0,180000,,,
Sugar (Beet & Cane),SPECIAL,Uzbekistan,CENTRAL_ASIA,2014,273000,0,0,,,
Sugar (Beet & Cane),SPECIAL,China,EAST_ASIA,2014,3802000,50000,14001000,,,
Sugar (Beet & Cane),SPECIAL,Macau,EAST_ASIA,2014,25000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Mongolia,EAST_ASIA,2014,40000,0,0,,,
Sugar (Beet & Cane),SPECIAL,North Korea,EAST_ASIA,2014,337000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Taiwan,EAST_ASIA,2014,524000,1000,70000,,,
Sugar (Beet & Cane),SPECIAL,Albania,EUROPE,2014,305000,0,28000,,,
Sugar (Beet & Cane),SPECIAL,Bosnia and Herzegovina,EUROPE,2014,90000,20000,0,,,
Sugar (Beet & Cane),SPECIAL,Croatia,EUROPE,2014,0,0,0,,,
Sugar (Beet & Cane),SPECIAL,European Union,EUROPE,2014,3790000,1662000,16655000,,,
Sugar (Beet & Cane),SPECIAL,Iceland,EUROPE,2014,22000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Moldova,EUROPE,2014,34000,0,44000,,,
Sugar (Beet & Cane),SPECIAL,Serbia,EUROPE,2014,1000,255000,400000,,,
Sugar (Beet & Cane),SPECIAL,Somalia,EUROPE,2014,1674000,0,154000,,,
Sugar (Beet & Cane),SPECIAL,Ukraine,EUROPE,2014,8000,142000,2400000,,,
Sugar (Beet & Cane),SPECIAL,Bahamas,MIDDLE_AMERICA,2014,114000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Barbados,MIDDLE_AMERICA,2014,7000,32000,26000,,,
Sugar (Beet & Cane),SPECIAL,Bermuda,MIDDLE_AMERICA,2014,10000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Costa Rica,MIDDLE_AMERICA,2014,0,166000,458000,,,
Sugar (Beet & Cane),SPECIAL,Cote d'Ivoire,MIDDLE_AMERICA,2014,514000,7000,755000,,,
Sugar (Beet & Cane),SPECIAL,Dominican Republic,MIDDLE_AMERICA,2014,9000,165000,556000,,,
Sugar (Beet & Cane),SPECIAL,El Salvador,MIDDLE_AMERICA,2014,0,480000,761000,,,
Sugar (Beet & Cane),SPECIAL,Grenada,MIDDLE_AMERICA,2014,17000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Guatemala,MIDDLE_AMERICA,2014,0,1911000,2778000,,,
Sugar (Beet & Cane),SPECIAL,Honduras,MIDDLE_AMERICA,2014,0,198000,503000,,,
Sugar (Beet & Cane),SPECIAL,Jamaica,MIDDLE_AMERICA,2014,88000,82000,128000,,,
Sugar (Beet & Cane),SPECIAL,Mexico,MIDDLE_AMERICA,2014,1427000,6689000,29351000,,,
Sugar (Beet & Cane),SPECIAL,Nicaragua,MIDDLE_AMERICA,2014,0,375000,712000,,,
Sugar (Beet & Cane),SPECIAL,Panama,MIDDLE_AMERICA,2014,0,137000,520000,,,
Sugar (Beet & Cane),SPECIAL,St. Kitts and Nevis,MIDDLE_AMERICA,2014,8000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Trinidad and Tobago,MIDDLE_AMERICA,2014,356000,6000,0,,,
Sugar (Beet & Cane),SPECIAL,Algeria,MIDDLE_EAST,2014,3868000,1000000,0,,,
Sugar (Beet & Cane),SPECIAL,Bahrain,MIDDLE_EAST,2014,121000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Egypt,MIDDLE_EAST,2014,1208000,350000,2013000,,,
Sugar (Beet & Cane),SPECIAL,Iran,MIDDLE_EAST,2014,3924000,169000,4050000,,,
Sugar (Beet & Cane),SPECIAL,Iraq,MIDDLE_EAST,2014,2809000,0,12000,,,
Sugar (Beet & Cane),SPECIAL,Israel,MIDDLE_EAST,2014,1920000,14000,0,,,
Sugar (Beet & Cane),SPECIAL,Jordan,MIDDLE_EAST,2014,259000,8000,0,,,
Sugar (Beet & Cane),SPECIAL,Kuwait,MIDDLE_EAST,2014,460000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Libya,MIDDLE_EAST,2014,324000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Morocco,MIDDLE_EAST,2014,2579000,109000,1258000,,,
Sugar (Beet & Cane),SPECIAL,Oman,MIDDLE_EAST,2014,21000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Qatar,MIDDLE_EAST,2014,36000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Sudan,MIDDLE_EAST,2014,1738000,82000,2125000,,,
Sugar (Beet & Cane),SPECIAL,Syria,MIDDLE_EAST,2014,1866000,72000,380000,,,
Sugar (Beet & Cane),SPECIAL,Tunisia,MIDDLE_EAST,2014,601000,0,0,,,
Sugar (Beet & Cane),SPECIAL,United Arab Emirates,MIDDLE_EAST,2014,1969000,1228000,0,,,
Sugar (Beet & Cane),SPECIAL,Yemen,MIDDLE_EAST,2014,563000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Fiji,OCEANIA,2014,67000,524000,573000,,,
Sugar (Beet & Cane),SPECIAL,New Caledonia,OCEANIA,2014,23000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Papua New Guinea,OCEANIA,2014,0,73000,225000,,,
Sugar (Beet & Cane),SPECIAL,Tonga,OCEANIA,2014,2000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Vanuatu/New Hebrides,OCEANIA,2014,12000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Armenia,RUSSIA,2014,92000,0,20000,,,
Sugar (Beet & Cane),SPECIAL,Azerbaijan,RUSSIA,2014,1312000,877000,85000,,,
Sugar (Beet & Cane),SPECIAL,Georgia,RUSSIA,2014,159000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Russia,RUSSIA,2014,735000,15000,5000000,,,
Sugar (Beet & Cane),SPECIAL,Argentina,SOUTH_AMERICA,2014,0,258000,2300000,,,
Sugar (Beet & Cane),SPECIAL,Colombia,SOUTH_AMERICA,2014,332000,542000,1950000,,,
Sugar (Beet & Cane),SPECIAL,Comoros,SOUTH_AMERICA,2014,31000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Paraguay,SOUTH_AMERICA,2014,46000,190000,360000,,,
Sugar (Beet & Cane),SPECIAL,Suriname,SOUTH_AMERICA,2014,90000,0,5000,,,
Sugar (Beet & Cane),SPECIAL,Uruguay,SOUTH_AMERICA,2014,92000,0,25000,,,
Sugar (Beet & Cane),SPECIAL,Venezuela,SOUTH_AMERICA,2014,840000,49000,498000,,,
Sugar (Beet & Cane),SPECIAL,Afghanistan,SOUTH_ASIA,2014,203000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Bangladesh,SOUTH_ASIA,2014,1547000,0,115000,,,
Sugar (Beet & Cane),SPECIAL,India,SOUTH_ASIA,2014,188000,3764000,28620000,,,
Sugar (Beet & Cane),SPECIAL,Maldives,SOUTH_ASIA,2014,45000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Nepal,SOUTH_ASIA,2014,56000,0,750000,,,
Sugar (Beet & Cane),SPECIAL,Pakistan,SOUTH_ASIA,2014,9000,1100000,5000000,,,
Sugar (Beet & Cane),SPECIAL,Sri Lanka,SOUTH_ASIA,2014,2326000,0,142000,,,
Sugar (Beet & Cane),SPECIAL,Brunei,SOUTHEAST_ASIA,2014,44000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Cambodia,SOUTHEAST_ASIA,2014,617000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Indonesia,SOUTHEAST_ASIA,2014,3570000,0,2300000,,,
Sugar (Beet & Cane),SPECIAL,Laos,SOUTHEAST_ASIA,2014,48000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Philippines,SOUTHEAST_ASIA,2014,35000,275000,2400000,,,
Sugar (Beet & Cane),SPECIAL,Singapore,SOUTHEAST_ASIA,2014,1249000,464000,0,,,
Sugar (Beet & Cane),SPECIAL,Thailand,SOUTHEAST_ASIA,2014,0,6693000,10024000,,,
Sugar (Beet & Cane),SPECIAL,Benin,SUB_SAHARAN,2014,127000,31000,20000,,,
Sugar (Beet & Cane),SPECIAL,Bolivia,SUB_SAHARAN,2014,0,67000,2610000,,,
Sugar (Beet & Cane),SPECIAL,Botswana,SUB_SAHARAN,2014,7000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Burkina,SUB_SAHARAN,2014,196000,0,161000,,,
Sugar (Beet & Cane),SPECIAL,Burma,SUB_SAHARAN,2014,228000,91000,750000,,,
Sugar (Beet & Cane),SPECIAL,Burundi,SUB_SAHARAN,2014,2000,0,40000,,,
Sugar (Beet & Cane),SPECIAL,Cameroon,SUB_SAHARAN,2014,136000,0,255000,,,
Sugar (Beet & Cane),SPECIAL,Cape Verde,SUB_SAHARAN,2014,89000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Central African Republic,SUB_SAHARAN,2014,90000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Chad,SUB_SAHARAN,2014,4000,0,34000,,,
Sugar (Beet & Cane),SPECIAL,Congo (Brazzaville),SUB_SAHARAN,2014,251000,0,514000,,,
Sugar (Beet & Cane),SPECIAL,Congo (Kinshasa),SUB_SAHARAN,2014,343000,0,545000,,,
Sugar (Beet & Cane),SPECIAL,Djibouti,SUB_SAHARAN,2014,577000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Ethiopia,SUB_SAHARAN,2014,128000,0,580000,,,
Sugar (Beet & Cane),SPECIAL,Gabon,SUB_SAHARAN,2014,7000,0,20000,,,
Sugar (Beet & Cane),SPECIAL,Gambia,SUB_SAHARAN,2014,455000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Ghana,SUB_SAHARAN,2014,2401000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Guinea,SUB_SAHARAN,2014,414000,0,112000,,,
Sugar (Beet & Cane),SPECIAL,Guinea-Bissau,SUB_SAHARAN,2014,64000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Kenya,SUB_SAHARAN,2014,240000,0,494000,,,
Sugar (Beet & Cane),SPECIAL,Liberia,SUB_SAHARAN,2014,54000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Madagascar,SUB_SAHARAN,2014,287000,0,260000,,,
Sugar (Beet & Cane),SPECIAL,Malawi,SUB_SAHARAN,2014,0,212000,880000,,,
Sugar (Beet & Cane),SPECIAL,Mali,SUB_SAHARAN,2014,48000,0,270000,,,
Sugar (Beet & Cane),SPECIAL,Mauritania,SUB_SAHARAN,2014,165000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Mauritius,SUB_SAHARAN,2014,23000,271000,500000,,,
Sugar (Beet & Cane),SPECIAL,Mozambique,SUB_SAHARAN,2014,488000,427000,1413000,,,
Sugar (Beet & Cane),SPECIAL,Niger,SUB_SAHARAN,2014,53000,0,105000,,,
Sugar (Beet & Cane),SPECIAL,Nigeria,SUB_SAHARAN,2014,1470000,200000,70000,,,
Sugar (Beet & Cane),SPECIAL,Rwanda,SUB_SAHARAN,2014,8000,0,39000,,,
Sugar (Beet & Cane),SPECIAL,Samoa,SUB_SAHARAN,2014,35000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Senegal,SUB_SAHARAN,2014,87000,0,105000,,,
Sugar (Beet & Cane),SPECIAL,Seychelles,SUB_SAHARAN,2014,8000,0,0,,,
Sugar (Beet & Cane),SPECIAL,Sierra Leone,SUB_SAHARAN,2014,55000,0,8000,,,
Sugar (Beet & Cane),SPECIAL,South Africa,SUB_SAHARAN,2014,817000,1224000,4455000,,,
Sugar (Beet & Cane),SPECIAL,Tanzania,SUB_SAHARAN,2014,502000,9000,910000,,,
Sugar (Beet & Cane),SPECIAL,Togo,SUB_SAHARAN,2014,761000,0,25000,,,
Sugar (Beet & Cane),SPECIAL,Uganda,SUB_SAHARAN,2014,45000,0,310000,,,
Sugar (Beet & Cane),SPECIAL,Zambia,SUB_SAHARAN,2014,0,120000,440000,,,
Sugar (Beet & Cane),SPECIAL,Zimbabwe,SUB_SAHARAN,2014,202000,401000,963000,,,
Sugar (Beet & Cane),SPECIAL,United States,UNITED_STATES,2014,2925000,249000,8148000,,,
