food,category,country,region,year,imports,exports,production,consumption,yield
Barley,GRAIN,Bhutan,SOUTH_ASIA,2006,0,0,5000,5000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2007,0,0,5000,5000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2008,1000,0,5000,6000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2009,1000,0,5000,6000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2010,0,0,5000,5000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2011,4000,0,5000,9000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2012,1000,0,5000,6000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2013,1000,0,5000,6000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2014,0,0,5000,5000,1
Barley,GRAIN,Bhutan,SOUTH_ASIA,2015,0,0,5000,5000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,1981,57000,0,0,57000,2
Corn,GRAIN,Bolivia,SOUTH_ASIA,1981,504000,50000,40000,494000,2
Rice,GRAIN,Bolivia,SOUTH_ASIA,1981,71000,0,0,71000,2
Sorghum,GRAIN,Bolivia,SOUTH_ASIA,1981,13000,0,0,13000,2
Wheat,GRAIN,Bolivia,SOUTH_ASIA,1981,67000,15000,204000,256000,2
Soybean Meal,OIL,Bolivia,SUB_SAHARAN,1981,135800,21000,1600,116400,2
Soybean Oil,OIL,Bolivia,SUB_SAHARAN,1981,30738,6000,20366,45104,2
Coffee,SPECIAL,Bolivia,SUB_SAHARAN,1981,16200,12720,1200,4680,2
Sugar (Beet & Cane),SPECIAL,Bolivia,SUB_SAHARAN,1981,228000,64000,0,164000,2
Barley,GRAIN,Bolivia,SOUTH_ASIA,2000,0,0,67000,67000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2001,0,0,68000,68000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2002,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2003,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2004,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2005,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2006,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2007,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2008,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2009,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2010,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2011,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2012,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2013,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2014,0,0,70000,70000,1
Barley,GRAIN,Bolivia,SOUTH_ASIA,2015,0,0,70000,70000,1
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2000,5000,0,54000,60000,2
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2001,18000,0,56000,65000,2
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2002,31000,0,61000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2003,28000,0,40000,75000,2
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2004,26000,0,62000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2005,28000,0,52000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2006,31000,0,62000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2007,16000,0,61000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2008,21000,0,78000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2009,26000,0,77000,110000,4
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2010,23000,0,50000,75000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2011,17000,0,66000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2012,16000,0,65000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2013,19000,0,65000,85000,3
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2014,25000,0,44000,75000,2
Barley,GRAIN,Bosnia and Herzegovina,EUROPE,2015,25000,0,38000,60000,3
Corn,GRAIN,Botswana,SUB_SAHARAN,1981,21000,0,5000,26000,2
Sorghum,GRAIN,Botswana,SUB_SAHARAN,1981,35000,0,5000,40000,2
Sugar (Beet & Cane),SPECIAL,Botswana,SUB_SAHARAN,1981,0,0,32000,32000,2
Tangerines & Mandarins,CITRUS,Brazil,SOUTH_AMERICA,1981,469000,5000,0,464000,2
Butter,DAIRY,Brazil,SOUTH_AMERICA,1981,70,5,0,65,2
Cheese,DAIRY,Brazil,SOUTH_AMERICA,1981,220,0,0,220,2
Milk,DAIRY,Brazil,SOUTH_AMERICA,1981,34828,0,40,34868,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,1981,110000,0,108000,218000,2
Corn,GRAIN,Brazil,SOUTH_AMERICA,1981,22932000,2245000,1348000,22035000,2
Oats,GRAIN,Brazil,SOUTH_AMERICA,1981,98000,0,14000,112000,2
Rice,GRAIN,Brazil,SOUTH_AMERICA,1981,6225000,712000,879000,6392000,2
Rye,GRAIN,Brazil,SOUTH_AMERICA,1981,24000,14000,0,10000,2
Sorghum,GRAIN,Brazil,SOUTH_AMERICA,1981,204000,27000,0,177000,2
Wheat,GRAIN,Brazil,SOUTH_AMERICA,1981,2217000,922000,5005000,6300000,2
Beef,MEAT,Brazil,SOUTH_AMERICA,1981,17042000,315000,66000,16793000,2
Pork,MEAT,Brazil,SOUTH_AMERICA,1981,11486000,2000,102000,11586000,2
Cottonseed Meal,OIL,Brazil,SOUTH_AMERICA,1981,1773000,134000,0,1639000,2
Cottonseed Oil,OIL,Brazil,SOUTH_AMERICA,1981,181000,92000,0,89000,2
Olive Oil,OIL,Brazil,SOUTH_AMERICA,1981,0,0,11000,11000,2
Palm Kernel,OIL,Brazil,SOUTH_AMERICA,1981,5000,0,0,5000,2
Palm Kernel Meal,OIL,Brazil,SOUTH_AMERICA,1981,8000,0,0,8000,2
Palm Kernel Oil,OIL,Brazil,SOUTH_AMERICA,1981,1830,0,0,1830,2
Palm Oil,OIL,Brazil,SOUTH_AMERICA,1981,21000,6000,0,15000,2
Peanut Meal,OIL,Brazil,SOUTH_AMERICA,1981,337000,56200,12000,292800,2
Peanut Oil,OIL,Brazil,SOUTH_AMERICA,1981,136815,81477,2745,58083,2
Soybean (Local) Meal,OIL,Brazil,SOUTH_AMERICA,1981,10268000,1200800,1831200,10898400,2
Soybean (Local) Oil,OIL,Brazil,SOUTH_AMERICA,1981,2348805,274683,418887,2493009,2
Soybean Meal,OIL,Brazil,SOUTH_AMERICA,1981,30092000,22214600,7136200,15013600,2
Soybean Oil,OIL,Brazil,SOUTH_AMERICA,1981,7146805,3305726,1700962,5542041,2
Sunflowerseed Meal,OIL,Brazil,SOUTH_AMERICA,1981,33600,7000,0,26600,2
Sunflowerseed Oil,OIL,Brazil,SOUTH_AMERICA,1981,13941,4000,0,9941,2
Chicken,POULTRY,Brazil,SOUTH_AMERICA,1981,1400000,294000,0,1106000,2
Turkey,POULTRY,Brazil,SOUTH_AMERICA,1981,19000,0,0,19000,2
Coffee,SPECIAL,Brazil,SOUTH_AMERICA,1981,3960000,2936040,372300,1396260,2
Sugar (Beet & Cane),SPECIAL,Brazil,SOUTH_AMERICA,1981,8393000,2615000,0,5778000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2000,194000,84000,283000,415000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2001,148000,0,298000,440000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2002,281000,0,245000,465000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2003,161000,0,345000,490000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2004,149000,0,307000,515000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2005,202000,0,329000,540000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2006,244000,0,203000,435000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2007,279000,29000,236000,485000,2
Barley,GRAIN,Brazil,SOUTH_AMERICA,2008,454000,0,237000,585000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2009,334000,0,201000,585000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2010,324000,0,284000,600000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2011,323000,0,305000,625000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2012,384000,26000,287000,650000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2013,318000,0,330000,650000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2014,450000,25000,300000,675000,3
Barley,GRAIN,Brazil,SOUTH_AMERICA,2015,400000,0,280000,675000,3
Rice,GRAIN,Brunei,SOUTHEAST_ASIA,1981,6000,0,21000,27000,2
Sugar (Beet & Cane),SPECIAL,Brunei,SOUTHEAST_ASIA,1981,0,0,6000,6000,2
Barley,GRAIN,Bulgaria,EUROPE,1981,1406000,0,100000,1506000,2
Corn,GRAIN,Bulgaria,EUROPE,1981,2401000,90000,900000,3211000,2
Millet,GRAIN,Bulgaria,EUROPE,1981,1000,0,0,1000,2
Oats,GRAIN,Bulgaria,EUROPE,1981,62000,0,0,62000,2
Rice,GRAIN,Bulgaria,EUROPE,1981,49000,0,0,49000,2
Rye,GRAIN,Bulgaria,EUROPE,1981,34000,0,0,34000,2
Wheat,GRAIN,Bulgaria,EUROPE,1981,4443000,600000,5000,3848000,2
Beef,MEAT,Bulgaria,EUROPE,1981,560200,16000,3800,548000,2
Pork,MEAT,Bulgaria,EUROPE,1981,3267200,7000,14400,3274600,2
Cottonseed Meal,OIL,Bulgaria,EUROPE,1981,3000,0,0,3000,2
Cottonseed Oil,OIL,Bulgaria,EUROPE,1981,1000,0,0,1000,2
Soybean Meal,OIL,Bulgaria,EUROPE,1981,83000,0,226000,309000,2
Sunflowerseed Meal,OIL,Bulgaria,EUROPE,1981,516600,10400,12000,518200,2
Sunflowerseed Oil,OIL,Bulgaria,EUROPE,1981,248631,27379,0,221252,2
Sugar (Beet & Cane),SPECIAL,Bulgaria,EUROPE,1981,148000,3000,241000,386000,2
Corn,GRAIN,Burkina,SUB_SAHARAN,1981,132000,0,5000,137000,2
Millet,GRAIN,Burkina,SUB_SAHARAN,1981,304000,0,0,304000,2
Rice,GRAIN,Burkina,SUB_SAHARAN,1981,29000,0,15000,44000,2
Sorghum,GRAIN,Burkina,SUB_SAHARAN,1981,659000,0,8000,667000,2
Wheat,GRAIN,Burkina,SUB_SAHARAN,1981,0,0,35000,35000,2
Cottonseed Meal,OIL,Burkina,SUB_SAHARAN,1981,64000,12000,0,52000,2
Cottonseed Oil,OIL,Burkina,SUB_SAHARAN,1981,7000,0,2000,9000,2
Peanut Meal,OIL,Burkina,SUB_SAHARAN,1981,82600,0,0,82600,2
Peanut Oil,OIL,Burkina,SUB_SAHARAN,1981,33091,0,0,33091,2
Sugar (Beet & Cane),SPECIAL,Burkina,SUB_SAHARAN,1981,30000,0,0,30000,2
Corn,GRAIN,Burma,SUB_SAHARAN,1981,167000,7000,0,160000,2
Millet,GRAIN,Burma,SUB_SAHARAN,1981,80000,0,0,80000,2
Rice,GRAIN,Burma,SUB_SAHARAN,1981,6725000,701000,0,6024000,2
Wheat,GRAIN,Burma,SUB_SAHARAN,1981,120000,0,20000,140000,2
Cottonseed Meal,OIL,Burma,SUB_SAHARAN,1981,94000,3000,0,91000,2
Cottonseed Oil,OIL,Burma,SUB_SAHARAN,1981,9000,0,0,9000,2
Palm Oil,OIL,Burma,SUB_SAHARAN,1981,0,0,32000,32000,2
Peanut Meal,OIL,Burma,SUB_SAHARAN,1981,609200,0,0,609200,2
Peanut Oil,OIL,Burma,SUB_SAHARAN,1981,236212,0,0,236212,2
Soybean Meal,OIL,Burma,SUB_SAHARAN,1981,15200,0,0,15200,2
Soybean Oil,OIL,Burma,SUB_SAHARAN,1981,3477,0,0,3477,2
Sunflowerseed Meal,OIL,Burma,SUB_SAHARAN,1981,81000,0,0,81000,2
Sunflowerseed Oil,OIL,Burma,SUB_SAHARAN,1981,35810,0,0,35810,2
Corn,GRAIN,Burundi,SUB_SAHARAN,1981,147000,0,0,147000,2
Millet,GRAIN,Burundi,SUB_SAHARAN,1981,30000,0,0,30000,2
Sorghum,GRAIN,Burundi,SUB_SAHARAN,1981,243000,0,0,243000,2
Coffee,SPECIAL,Burundi,SUB_SAHARAN,1981,87600,81120,180,6660,2
Sugar (Beet & Cane),SPECIAL,Burundi,SUB_SAHARAN,1981,0,0,11000,11000,2
Corn,GRAIN,Cambodia,SOUTHEAST_ASIA,1981,98000,0,0,98000,2
Rice,GRAIN,Cambodia,SOUTHEAST_ASIA,1981,939000,0,36000,975000,2
Soybean Oil,OIL,Cambodia,SOUTHEAST_ASIA,1981,0,0,5000,5000,2
Sugar (Beet & Cane),SPECIAL,Cambodia,SOUTHEAST_ASIA,1981,0,0,6000,6000,2
Corn,GRAIN,Cameroon,SUB_SAHARAN,1981,425000,0,0,425000,2
Millet,GRAIN,Cameroon,SUB_SAHARAN,1981,351000,0,0,351000,2
Rice,GRAIN,Cameroon,SUB_SAHARAN,1981,42000,0,51000,93000,2
Wheat,GRAIN,Cameroon,SUB_SAHARAN,1981,0,0,150000,150000,2
Cottonseed Meal,OIL,Cameroon,SUB_SAHARAN,1981,96000,3000,0,93000,2
Cottonseed Oil,OIL,Cameroon,SUB_SAHARAN,1981,10000,0,0,10000,2
Palm Kernel,OIL,Cameroon,SUB_SAHARAN,1981,21000,2000,0,19000,2
Palm Kernel Meal,OIL,Cameroon,SUB_SAHARAN,1981,40800,8000,0,32800,2
Palm Kernel Oil,OIL,Cameroon,SUB_SAHARAN,1981,9333,1830,0,7503,2
Palm Oil,OIL,Cameroon,SUB_SAHARAN,1981,124000,12000,0,112000,2
Peanut Meal,OIL,Cameroon,SUB_SAHARAN,1981,69600,800,0,68800,2
Peanut Oil,OIL,Cameroon,SUB_SAHARAN,1981,15921,183,0,15738,2
Coffee,SPECIAL,Cameroon,SUB_SAHARAN,1981,222000,268560,52020,5460,2
Sugar (Beet & Cane),SPECIAL,Cameroon,SUB_SAHARAN,1981,66000,0,0,66000,2
Butter,DAIRY,Canada,ARCTIC_AMERICA,1981,134,37,20,117,2
Cheese,DAIRY,Canada,ARCTIC_AMERICA,1981,170,59,74,185,2
Milk,DAIRY,Canada,ARCTIC_AMERICA,1981,19566,1184,368,18750,2
Fish Meal,FISH,Canada,ARCTIC_AMERICA,1981,70000,30000,7000,47000,2
Apples,FRUIT,Canada,ARCTIC_AMERICA,1981,1105178,76961,64996,1093213,2
Barley,GRAIN,Canada,ARCTIC_AMERICA,1981,13724000,9883000,3205000,7046000,2
Corn,GRAIN,Canada,ARCTIC_AMERICA,1981,6673000,2320000,2096000,6449000,2
Mixed Grain,GRAIN,Canada,ARCTIC_AMERICA,1981,1459000,0,0,1459000,2
Oats,GRAIN,Canada,ARCTIC_AMERICA,1981,3188000,905000,771000,3054000,2
Rice,GRAIN,Canada,ARCTIC_AMERICA,1981,0,0,99000,99000,2
Rye,GRAIN,Canada,ARCTIC_AMERICA,1981,927000,880000,222000,269000,2
Wheat,GRAIN,Canada,ARCTIC_AMERICA,1981,24802000,28160000,8510000,5152000,2
Beef,MEAT,Canada,ARCTIC_AMERICA,1981,3849000,289600,141600,3701000,2
Pork,MEAT,Canada,ARCTIC_AMERICA,1981,9415000,252200,25600,9188400,2
Coconut Oil,OIL,Canada,ARCTIC_AMERICA,1981,0,0,20000,20000,2
Cottonseed Oil,OIL,Canada,ARCTIC_AMERICA,1981,0,0,5000,5000,2
Olive Oil,OIL,Canada,ARCTIC_AMERICA,1981,0,0,4000,4000,2
Palm Oil,OIL,Canada,ARCTIC_AMERICA,1981,0,0,27000,27000,2
Peanut Meal,OIL,Canada,ARCTIC_AMERICA,1981,0,0,66400,66400,2
Peanut Oil,OIL,Canada,ARCTIC_AMERICA,1981,0,0,15189,15189,2
Rapeseed Meal,OIL,Canada,ARCTIC_AMERICA,1981,2030200,1814800,1083400,1298800,2
Rapeseed Oil,OIL,Canada,ARCTIC_AMERICA,1981,720367,551333,262024,431058,2
Soybean Meal,OIL,Canada,ARCTIC_AMERICA,1981,1242600,199800,864000,1906800,2
Soybean Oil,OIL,Canada,ARCTIC_AMERICA,1981,275081,61293,117480,331268,2
Sunflowerseed Meal,OIL,Canada,ARCTIC_AMERICA,1981,160000,86400,34400,108000,2
Sunflowerseed Oil,OIL,Canada,ARCTIC_AMERICA,1981,62195,19764,9869,52300,2
Chicken,POULTRY,Canada,ARCTIC_AMERICA,1981,399000,3000,23000,419000,2
Turkey,POULTRY,Canada,ARCTIC_AMERICA,1981,95000,1000,2000,96000,2
Sugar (Beet & Cane),SPECIAL,Canada,ARCTIC_AMERICA,1981,141000,95000,929000,975000,2
Barley,GRAIN,Canada,ARCTIC_AMERICA,2000,38000,1971000,13229000,11618000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2001,105000,1164000,10846000,10405000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2002,247000,427000,7468000,7711000,2
Barley,GRAIN,Canada,ARCTIC_AMERICA,2003,31000,1854000,12164000,9714000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2004,81000,1175000,12557000,10130000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2005,44000,2232000,11678000,9636000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2006,43000,1232000,9573000,10182000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2007,55000,3046000,10910000,7842000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2008,42000,1483000,11786000,8949000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2009,36000,1309000,9528000,8717000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2010,44000,1207000,7627000,7464000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2011,16000,1299000,7892000,6916000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2012,19000,1434000,8012000,6809000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2013,9000,1559000,10237000,7720000,4
Barley,GRAIN,Canada,ARCTIC_AMERICA,2014,136000,1516000,7119000,6472000,3
Barley,GRAIN,Canada,ARCTIC_AMERICA,2015,50000,1500000,8225000,6500000,4
Corn,GRAIN,Cape Verde,SUB_SAHARAN,1981,4000,0,0,4000,2
Sugar (Beet & Cane),SPECIAL,Cape Verde,SUB_SAHARAN,1981,0,0,8000,8000,2
Corn,GRAIN,Central African Republic,SUB_SAHARAN,1981,46000,0,0,46000,2
Millet,GRAIN,Central African Republic,SUB_SAHARAN,1981,55000,0,0,55000,2
Peanut Meal,OIL,Central African Republic,SUB_SAHARAN,1981,100000,0,0,100000,2
Peanut Oil,OIL,Central African Republic,SUB_SAHARAN,1981,22875,0,0,22875,2
Coffee,SPECIAL,Central African Republic,SUB_SAHARAN,1981,34080,32400,600,2280,2
Sugar (Beet & Cane),SPECIAL,Central African Republic,SUB_SAHARAN,1981,0,0,2000,2000,2
Millet,GRAIN,Chad,SUB_SAHARAN,1981,496000,0,0,496000,2
Rice,GRAIN,Chad,SUB_SAHARAN,1981,17000,0,5000,22000,2
Wheat,GRAIN,Chad,SUB_SAHARAN,1981,6000,0,0,6000,2
Cottonseed Meal,OIL,Chad,SUB_SAHARAN,1981,68000,3000,0,65000,2
Cottonseed Oil,OIL,Chad,SUB_SAHARAN,1981,7000,0,0,7000,2
Peanut Meal,OIL,Chad,SUB_SAHARAN,1981,66000,0,0,66000,2
Peanut Oil,OIL,Chad,SUB_SAHARAN,1981,20810,0,0,20810,2
Sugar (Beet & Cane),SPECIAL,Chad,SUB_SAHARAN,1981,25000,0,0,25000,2
Lemons & Limes,CITRUS,Chile,SOUTH_AMERICA,1981,63000,6000,0,57000,2
Oranges,CITRUS,Chile,SOUTH_AMERICA,1981,49000,0,0,49000,2
Butter,DAIRY,Chile,SOUTH_AMERICA,1981,4,0,5,9,2
Cheese,DAIRY,Chile,SOUTH_AMERICA,1981,17,0,2,19,2
Milk,DAIRY,Chile,SOUTH_AMERICA,1981,2612,4,12,2620,2
Fish Meal,FISH,Chile,SOUTH_AMERICA,1981,796000,1021000,371000,146000,2
Apples,FRUIT,Chile,SOUTH_AMERICA,1981,586800,190000,0,396800,2
Cherries,FRUIT,Chile,SOUTH_AMERICA,1981,11800,749,0,11051,2
Peaches & Nectarines,FRUIT,Chile,SOUTH_AMERICA,1981,203400,9195,0,194205,2
Pears,FRUIT,Chile,SOUTH_AMERICA,1981,78200,22368,0,55832,2
Raisins,FRUIT,Chile,SOUTH_AMERICA,1981,2500,2149,399,750,2
Barley,GRAIN,Chile,SOUTH_AMERICA,1981,91000,4000,33000,120000,2
Corn,GRAIN,Chile,SOUTH_AMERICA,1981,484000,205000,530000,809000,2
Oats,GRAIN,Chile,SOUTH_AMERICA,1981,131000,12000,55000,174000,2
Rice,GRAIN,Chile,SOUTH_AMERICA,1981,85000,23000,38000,100000,2
Rye,GRAIN,Chile,SOUTH_AMERICA,1981,9000,2000,3000,10000,2
Wheat,GRAIN,Chile,SOUTH_AMERICA,1981,686000,190000,1356000,1852000,2
Beef,MEAT,Chile,SOUTH_AMERICA,1981,728800,0,11600,740400,2
Pork,MEAT,Chile,SOUTH_AMERICA,1981,661000,0,3000,664000,2
Rapeseed Meal,OIL,Chile,SOUTH_AMERICA,1981,15600,0,0,15600,2
Rapeseed Oil,OIL,Chile,SOUTH_AMERICA,1981,7196,0,0,7196,2
Soybean Meal,OIL,Chile,SOUTH_AMERICA,1981,800,3000,43000,40800,2
Soybean Oil,OIL,Chile,SOUTH_AMERICA,1981,183,10000,94000,84183,2
Sugar (Beet & Cane),SPECIAL,Chile,SOUTH_AMERICA,1981,201000,0,194000,395000,2
Barley,GRAIN,Chile,SOUTH_AMERICA,2000,30000,0,65000,95000,4
Barley,GRAIN,Chile,SOUTH_AMERICA,2001,52000,0,77000,129000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2002,70000,0,77000,147000,4
Barley,GRAIN,Chile,SOUTH_AMERICA,2003,46000,0,56000,102000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2004,44000,0,102000,137000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2005,29000,0,137000,167000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2006,63000,0,88000,148000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2007,74000,0,96000,175000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2008,69000,0,73000,139000,4
Barley,GRAIN,Chile,SOUTH_AMERICA,2009,44000,0,97000,140000,6
Barley,GRAIN,Chile,SOUTH_AMERICA,2010,32000,2000,123000,145000,6
Barley,GRAIN,Chile,SOUTH_AMERICA,2011,74000,3000,76000,147000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2012,74000,2000,80000,158000,6
Barley,GRAIN,Chile,SOUTH_AMERICA,2013,53000,1000,82000,123000,5
Barley,GRAIN,Chile,SOUTH_AMERICA,2014,100000,0,35000,140000,6
Barley,GRAIN,Chile,SOUTH_AMERICA,2015,100000,0,38000,140000,6
Milk,DAIRY,China,EAST_ASIA,1981,4468,0,0,4468,2
Fish,FISH,China,EAST_ASIA,1981,11392448,0,0,11392448,2
Fish Meal,FISH,China,EAST_ASIA,1981,47000,0,67000,114000,2
Barley,GRAIN,China,EAST_ASIA,1981,4329000,938000,1161000,4552000,2
Corn,GRAIN,China,EAST_ASIA,1981,59205000,41272000,44067000,62000000,2
Millet,GRAIN,China,EAST_ASIA,1981,5750000,2445000,2423000,5728000,2
Oats,GRAIN,China,EAST_ASIA,1981,755000,291000,329000,793000,2
Rice,GRAIN,China,EAST_ASIA,1981,100768000,27946000,28263000,101085000,2
Sorghum,GRAIN,China,EAST_ASIA,1981,6650000,2750000,2923000,6823000,2
Wheat,GRAIN,China,EAST_ASIA,1981,59640000,25700000,44900000,78840000,2
Beef,MEAT,China,EAST_ASIA,1981,3165600,140000,0,3025600,2
Pork,MEAT,China,EAST_ASIA,1981,123361600,1710400,0,121651200,2
Coconut Oil,OIL,China,EAST_ASIA,1981,0,0,22000,22000,2
Cottonseed Meal,OIL,China,EAST_ASIA,1981,6785000,102000,0,6683000,2
Cottonseed Oil,OIL,China,EAST_ASIA,1981,447000,30000,0,417000,2
Palm Oil,OIL,China,EAST_ASIA,1981,0,0,20000,20000,2
Peanut Meal,OIL,China,EAST_ASIA,1981,3786800,129600,0,3657200,2
Peanut Oil,OIL,China,EAST_ASIA,1981,1153158,90731,0,1062427,2
Rapeseed Meal,OIL,China,EAST_ASIA,1981,5521000,13000,0,5508000,2
Rapeseed Oil,OIL,China,EAST_ASIA,1981,1950895,22000,0,1928895,2
Soybean Meal,OIL,China,EAST_ASIA,1981,8991000,377000,424000,9038000,2
Soybean Oil,OIL,China,EAST_ASIA,1981,1922475,20130,127990,2030335,2
Sunflowerseed Meal,OIL,China,EAST_ASIA,1981,1610600,9600,0,1601000,2
Sunflowerseed Oil,OIL,China,EAST_ASIA,1981,450756,2196,0,448560,2
Sugar (Beet & Cane),SPECIAL,China,EAST_ASIA,1981,3650000,173000,2150000,5627000,2
Milk,DAIRY,Colombia,SOUTH_AMERICA,1981,7555,0,70,7625,2
Fish Meal,FISH,Colombia,SOUTH_AMERICA,1981,0,0,54000,54000,2
Barley,GRAIN,Colombia,SOUTH_AMERICA,1981,55000,35000,147000,167000,2
Corn,GRAIN,Colombia,SOUTH_AMERICA,1981,890000,150000,213000,953000,2
Oats,GRAIN,Colombia,SOUTH_AMERICA,1981,5000,3000,32000,34000,2
Rice,GRAIN,Colombia,SOUTH_AMERICA,1981,1169000,162000,242000,1249000,2
Sorghum,GRAIN,Colombia,SOUTH_AMERICA,1981,532000,21000,167000,678000,2
Wheat,GRAIN,Colombia,SOUTH_AMERICA,1981,62000,259000,742000,545000,2
Beef,MEAT,Colombia,SOUTH_AMERICA,1981,3731800,168800,600,3563600,2
Pork,MEAT,Colombia,SOUTH_AMERICA,1981,1294200,0,0,1294200,2
Palm Kernel,OIL,Colombia,SOUTH_AMERICA,1981,10000,0,0,10000,2
Palm Kernel Meal,OIL,Colombia,SOUTH_AMERICA,1981,15200,0,0,15200,2
Palm Kernel Oil,OIL,Colombia,SOUTH_AMERICA,1981,3477,0,0,3477,2
Palm Oil,OIL,Colombia,SOUTH_AMERICA,1981,95000,2000,2000,95000,2
Soybean Meal,OIL,Colombia,SOUTH_AMERICA,1981,209200,31200,110000,288000,2
Soybean Oil,OIL,Colombia,SOUTH_AMERICA,1981,48117,48477,174470,174110,2
Coffee,SPECIAL,Colombia,SOUTH_AMERICA,1981,1721040,1681260,380340,420120,2
Sugar (Beet & Cane),SPECIAL,Colombia,SOUTH_AMERICA,1981,1289000,314000,0,975000,2
Copra Meal,OIL,Comoros,SOUTH_AMERICA,1981,1000,1000,0,0,2
Sugar (Beet & Cane),SPECIAL,Comoros,SOUTH_AMERICA,1981,0,0,3000,3000,2
Corn,GRAIN,Congo (Brazzaville),SUB_SAHARAN,1981,15000,0,0,15000,2
Wheat,GRAIN,Congo (Brazzaville),SUB_SAHARAN,1981,0,0,75000,75000,2
Coffee,SPECIAL,Congo (Brazzaville),SUB_SAHARAN,1981,4320,5340,660,-360,2
