food,category,country,region,year,imports,exports,production,yield
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2004,2000,0,70000,38
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2005,3000,2000,31000,38
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2006,5000,3000,32000,38
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2007,7000,1000,19000,38
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2008,7000,5000,34000,38
Cottonseed Meal,FEED,Uganda,SUB_SAHARAN,2009,10000,1000,19000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2000,0,14000,75000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2001,0,14000,50000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2002,0,9000,62000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2003,0,36000,69000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2004,0,19000,55000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2005,0,42000,70000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2006,0,46000,66000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2007,0,40000,81000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2008,0,37000,40000,38
Cottonseed Meal,FEED,Zimbabwe,SUB_SAHARAN,2009,0,38000,70000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2000,0,139000,1213000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2001,0,101000,1174000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2002,0,46000,1011000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2003,0,64000,1128000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2004,0,97000,1236000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2005,0,128000,1245000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2006,0,96000,1126000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2007,0,108000,1145000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2008,0,81000,851000,38
Cottonseed Meal,FEED,United States,UNITED_STATES,2009,0,72000,801000,38
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2000,102000,13000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2001,81000,19000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2002,68000,20000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2003,60000,16000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2004,55000,14000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2005,64000,12000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2006,49000,10000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2007,46000,9000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2008,46000,10000,65000,40
Fish Meal,FEED,Canada,ARCTIC_AMERICA,2009,62000,9000,65000,40
Fish Meal,FEED,China,EAST_ASIA,2000,904000,3000,500000,40
Fish Meal,FEED,China,EAST_ASIA,2001,960000,8000,500000,40
Fish Meal,FEED,China,EAST_ASIA,2002,803000,9000,400000,40
Fish Meal,FEED,China,EAST_ASIA,2003,1128000,7000,400000,40
Fish Meal,FEED,China,EAST_ASIA,2004,1582000,6000,310000,40
Fish Meal,FEED,China,EAST_ASIA,2005,983000,18000,300000,40
Fish Meal,FEED,China,EAST_ASIA,2006,970000,12000,300000,40
Fish Meal,FEED,China,EAST_ASIA,2007,1351000,5000,300000,40
Fish Meal,FEED,China,EAST_ASIA,2008,1311000,6000,313000,40
Fish Meal,FEED,China,EAST_ASIA,2009,1042000,4000,269000,40
Fish Meal,FEED,Japan,EAST_ASIA,2000,478000,14000,227000,40
Fish Meal,FEED,Japan,EAST_ASIA,2001,480000,17000,222000,40
Fish Meal,FEED,Japan,EAST_ASIA,2002,388000,21000,233000,40
Fish Meal,FEED,Japan,EAST_ASIA,2003,402000,18000,229000,40
Fish Meal,FEED,Japan,EAST_ASIA,2004,376000,17000,220000,40
Fish Meal,FEED,Japan,EAST_ASIA,2005,412000,14000,219000,40
Fish Meal,FEED,Japan,EAST_ASIA,2006,351000,14000,200000,40
Fish Meal,FEED,Japan,EAST_ASIA,2007,310000,6000,203000,40
Fish Meal,FEED,Japan,EAST_ASIA,2008,282000,8000,205000,40
Fish Meal,FEED,Japan,EAST_ASIA,2009,324000,6000,202000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2000,55000,29000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2001,39000,25000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2002,39000,36000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2003,45000,24000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2004,48000,31000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2005,48000,32000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2006,43000,35000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2007,37000,30000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2008,43000,26000,45000,40
Fish Meal,FEED,Republic Of Korea,EAST_ASIA,2009,48000,37000,45000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2000,292000,0,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2001,241000,3000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2002,237000,3000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2003,237000,3000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2004,233000,2000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2005,211000,2000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2006,150000,1000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2007,149000,1000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2008,179000,1000,15000,40
Fish Meal,FEED,Taiwan,EAST_ASIA,2009,156000,0,15000,40
Fish Meal,FEED,EU-27,EUROPE,2000,794000,194000,529000,40
Fish Meal,FEED,EU-27,EUROPE,2001,769000,212000,505000,40
Fish Meal,FEED,EU-27,EUROPE,2002,765000,154000,516000,40
Fish Meal,FEED,EU-27,EUROPE,2003,602000,179000,505000,40
Fish Meal,FEED,EU-27,EUROPE,2004,653000,223000,477000,40
Fish Meal,FEED,EU-27,EUROPE,2005,574000,191000,492000,40
Fish Meal,FEED,EU-27,EUROPE,2006,537000,137000,497000,40
Fish Meal,FEED,EU-27,EUROPE,2007,487000,176000,497000,40
Fish Meal,FEED,EU-27,EUROPE,2008,563000,234000,500000,40
Fish Meal,FEED,EU-27,EUROPE,2009,429000,191000,500000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2000,1000,32000,31000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2001,0,32000,32000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2002,0,34000,34000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2003,4000,59000,55000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2004,2000,46000,44000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2005,2000,32000,30000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2006,2000,31000,29000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2007,2000,28000,29000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2008,3000,4000,10000,40
Fish Meal,FEED,Faroe Islands,EUROPE,2009,3000,12000,17000,40
Fish Meal,FEED,Iceland,EUROPE,2000,0,259000,284000,40
Fish Meal,FEED,Iceland,EUROPE,2001,0,301000,325000,40
Fish Meal,FEED,Iceland,EUROPE,2002,0,225000,250000,40
Fish Meal,FEED,Iceland,EUROPE,2003,0,255000,269000,40
Fish Meal,FEED,Iceland,EUROPE,2004,0,197000,205000,40
Fish Meal,FEED,Iceland,EUROPE,2005,0,125000,150000,40
Fish Meal,FEED,Iceland,EUROPE,2006,0,123000,192000,40
Fish Meal,FEED,Iceland,EUROPE,2007,0,148000,185000,40
Fish Meal,FEED,Iceland,EUROPE,2008,0,109000,139000,40
Fish Meal,FEED,Iceland,EUROPE,2009,0,68000,115000,40
Fish Meal,FEED,Norway,EUROPE,2000,143000,85000,280000,40
Fish Meal,FEED,Norway,EUROPE,2001,128000,123000,250000,40
Fish Meal,FEED,Norway,EUROPE,2002,150000,73000,223000,40
Fish Meal,FEED,Norway,EUROPE,2003,162000,68000,226000,40
Fish Meal,FEED,Norway,EUROPE,2004,202000,53000,155000,40
Fish Meal,FEED,Norway,EUROPE,2005,211000,42000,165000,40
Fish Meal,FEED,Norway,EUROPE,2006,223000,42000,180000,40
Fish Meal,FEED,Norway,EUROPE,2007,242000,26000,180000,40
Fish Meal,FEED,Norway,EUROPE,2008,328000,32000,100000,40
Fish Meal,FEED,Norway,EUROPE,2009,205000,30000,130000,40
Fish Meal,FEED,Switzerland,EUROPE,2000,8000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2001,8000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2002,6000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2003,6000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2004,6000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2005,5000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2006,4000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2007,3000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2008,3000,0,0,0
Fish Meal,FEED,Switzerland,EUROPE,2009,3000,0,0,0
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2000,23000,9000,49000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2001,95000,17000,24000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2002,14000,19000,45000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2003,28000,9000,24000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2004,29000,11000,24000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2005,20000,51000,48000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2006,16000,38000,48000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2007,11000,80000,89000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2008,6000,95000,100000,40
Fish Meal,FEED,Mexico,MIDDLE_AMERICA,2009,10000,58000,80000,40
Fish Meal,FEED,Iran,MIDDLE_EAST,2000,41000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2001,31000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2002,35000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2003,16000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2004,8000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2005,2000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2006,2000,0,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2007,4000,1000,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2008,1000,1000,0,0
Fish Meal,FEED,Iran,MIDDLE_EAST,2009,1000,1000,0,0
Fish Meal,FEED,Turkey,MIDDLE_EAST,2000,42000,1000,4000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2001,15000,1000,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2002,20000,1000,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2003,50000,0,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2004,39000,0,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2005,50000,0,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2006,50000,0,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2007,56000,1000,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2008,52000,0,5000,40
Fish Meal,FEED,Turkey,MIDDLE_EAST,2009,50000,3000,5000,40
Fish Meal,FEED,Indonesia,OCEANIA,2000,112000,3000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2001,68000,9000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2002,55000,7000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2003,70000,5000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2004,83000,1000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2005,89000,1000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2006,56000,3000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2007,65000,5000,0,0
Fish Meal,FEED,Indonesia,OCEANIA,2008,67000,3000,2000,40
Fish Meal,FEED,Indonesia,OCEANIA,2009,61000,11000,5000,40
Fish Meal,FEED,Malaysia,OCEANIA,2000,6000,22000,30000,40
Fish Meal,FEED,Malaysia,OCEANIA,2001,6000,42000,59000,40
Fish Meal,FEED,Malaysia,OCEANIA,2002,5000,40000,47000,40
Fish Meal,FEED,Malaysia,OCEANIA,2003,7000,36000,62000,40
Fish Meal,FEED,Malaysia,OCEANIA,2004,8000,34000,60000,40
Fish Meal,FEED,Malaysia,OCEANIA,2005,13000,28000,59000,40
Fish Meal,FEED,Malaysia,OCEANIA,2006,19000,34000,58000,40
Fish Meal,FEED,Malaysia,OCEANIA,2007,15000,17000,60000,40
Fish Meal,FEED,Malaysia,OCEANIA,2008,22000,16000,60000,40
Fish Meal,FEED,Malaysia,OCEANIA,2009,25000,27000,60000,40
Fish Meal,FEED,New Zealand,OCEANIA,2000,8000,43000,50000,40
Fish Meal,FEED,New Zealand,OCEANIA,2001,5000,27000,35000,40
Fish Meal,FEED,New Zealand,OCEANIA,2002,5000,29000,36000,40
Fish Meal,FEED,New Zealand,OCEANIA,2003,6000,27000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2004,4000,21000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2005,2000,21000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2006,1000,19000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2007,1000,18000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2008,0,18000,32000,40
Fish Meal,FEED,New Zealand,OCEANIA,2009,0,17000,32000,40
Fish Meal,FEED,Philippines,OCEANIA,2000,75000,0,13000,40
Fish Meal,FEED,Philippines,OCEANIA,2001,72000,3000,13000,40
Fish Meal,FEED,Philippines,OCEANIA,2002,45000,0,11000,40
Fish Meal,FEED,Philippines,OCEANIA,2003,46000,0,11000,40
Fish Meal,FEED,Philippines,OCEANIA,2004,44000,0,11000,40
Fish Meal,FEED,Philippines,OCEANIA,2005,33000,4000,12000,40
Fish Meal,FEED,Philippines,OCEANIA,2006,24000,5000,12000,40
Fish Meal,FEED,Philippines,OCEANIA,2007,24000,5000,12000,40
Fish Meal,FEED,Philippines,OCEANIA,2008,24000,1000,12000,40
Fish Meal,FEED,Philippines,OCEANIA,2009,16000,5000,12000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2000,127000,5000,140000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2001,100000,4000,105000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2002,111000,4000,80000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2003,84000,1000,65000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2004,102000,1000,85000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2005,57000,1000,90000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2006,64000,1000,95000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2007,59000,1000,100000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2008,67000,26000,107000,40
Fish Meal,FEED,Russian Federation,RUSSIA,2009,68000,51000,125000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2000,44000,555000,790000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2001,9000,508000,760000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2002,10000,609000,750000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2003,49000,520000,714000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2004,13000,709000,960000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2005,53000,518000,800000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2006,39000,488000,810000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2007,48000,487000,810000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2008,12000,612000,800000,40
Fish Meal,FEED,Chile,SOUTH_AMERICA,2009,50000,319000,440000,40
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2000,31000,1000,1000,40
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2001,18000,0,1000,40
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2002,15000,0,1000,40
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2003,25000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2004,27000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2005,20000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2006,16000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2007,19000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2008,23000,0,0,0
Fish Meal,FEED,Colombia,SOUTH_AMERICA,2009,18000,0,0,0
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2000,3000,56000,87000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2001,3000,25000,58000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2002,3000,41000,80000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2003,4000,43000,77000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2004,7000,49000,75000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2005,11000,70000,91000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2006,7000,89000,104000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2007,10000,81000,100000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2008,10000,88000,105000,40
Fish Meal,FEED,Ecuador,SOUTH_AMERICA,2009,6000,82000,105000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2000,0,1943000,1953000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2001,0,1519000,1973000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2002,0,1360000,1167000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2003,0,1756000,1971000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2004,0,2004000,1931000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2005,1000,1346000,1342000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2006,1000,1276000,1399000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2007,0,1577000,1415000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2008,0,1539000,1427000,40
Fish Meal,FEED,Peru,SOUTH_AMERICA,2009,1000,1090000,787000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2000,121000,7000,380000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2001,41000,20000,380000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2002,20000,11000,390000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2003,20000,20000,400000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2004,21000,31000,410000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2005,23000,77000,435000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2006,13000,94000,475000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2007,13000,25000,480000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2008,17000,27000,470000,40
Fish Meal,FEED,Thailand,SOUTH_ASIA,2009,13000,111000,477000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2000,0,3000,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2001,0,3000,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2002,0,0,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2003,0,3000,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2004,0,3000,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2005,0,3000,4000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2006,0,4000,5000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2007,0,6000,7000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2008,0,6000,7000,40
Fish Meal,FEED,Senegal,SUB_SAHARAN,2009,0,8000,9000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2000,15000,8000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2001,1000,24000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2002,2000,46000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2003,2000,14000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2004,1000,31000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2005,4000,20000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2006,10000,28000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2007,15000,20000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2008,13000,12000,84000,40
Fish Meal,FEED,South Africa,SUB_SAHARAN,2009,3000,47000,123000,40
Fish Meal,FEED,United States,UNITED_STATES,2000,43000,110000,250000,40
Fish Meal,FEED,United States,UNITED_STATES,2001,64000,115000,250000,40
Fish Meal,FEED,United States,UNITED_STATES,2002,55000,110000,250000,40
Fish Meal,FEED,United States,UNITED_STATES,2003,71000,141000,280000,40
Fish Meal,FEED,United States,UNITED_STATES,2004,61000,163000,305000,40
Fish Meal,FEED,United States,UNITED_STATES,2005,59000,116000,290000,40
Fish Meal,FEED,United States,UNITED_STATES,2006,40000,105000,305000,40
Fish Meal,FEED,United States,UNITED_STATES,2007,38000,94000,305000,40
Fish Meal,FEED,United States,UNITED_STATES,2008,35000,73000,305000,40
Fish Meal,FEED,United States,UNITED_STATES,2009,39000,77000,305000,40
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2000,244000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2001,289000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2002,320000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2003,349000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2004,413000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2005,395000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2006,475000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2007,497000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2008,554000,0,0,0
Palm Kernel Meal,FEED,Republic Of Korea,EAST_ASIA,2009,663000,0,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2001,24000,0,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2002,18000,0,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2003,63000,0,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2004,76000,1000,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2005,152000,0,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2006,120000,1000,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2007,101000,1000,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2008,159000,3000,0,0
Palm Kernel Meal,FEED,Vietnam,EAST_ASIA,2009,147000,1000,0,0
Palm Kernel Meal,FEED,EU-27,EUROPE,2000,2369000,0,18000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2001,2337000,0,35000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2002,2608000,0,6000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2003,2594000,0,29000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2004,2876000,0,27000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2005,2782000,0,9000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2006,2298000,0,10000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2007,2299000,0,14000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2008,2476000,0,14000,29
Palm Kernel Meal,FEED,EU-27,EUROPE,2009,1920000,0,14000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2000,3000,0,13000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2001,5000,0,14000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2002,7000,0,16000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2003,8000,0,18000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2004,9000,0,21000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2005,11000,0,22000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2006,9000,1000,22000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2007,12000,0,23000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2008,6000,1000,23000,29
Palm Kernel Meal,FEED,Costa Rica,MIDDLE_AMERICA,2009,14000,2000,24000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2000,0,0,19000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2001,0,1000,15000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2002,0,0,13000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2003,0,1000,14000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2004,0,0,15000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2005,0,0,15000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2006,0,1000,24000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2007,0,0,24000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2008,0,0,22000,29
Palm Kernel Meal,FEED,Guatemala,MIDDLE_AMERICA,2009,0,0,23000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2000,0,0,17000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2001,0,0,21000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2002,0,0,23000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2003,0,1000,24000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2004,0,2000,28000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2005,0,1000,31000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2006,0,5000,25000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2007,0,7000,29000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2008,0,6000,37000,29
Palm Kernel Meal,FEED,Honduras,MIDDLE_AMERICA,2009,2000,8000,36000,29
Palm Kernel Meal,FEED,Australia,OCEANIA,2004,13000,0,0,0
