food,category,country,region,year,imports,exports,production,yield,source
Sunflowerseed Meal,FEED,EU-27,EUROPE,2005,1931000,198000,2920000,57,n/a
Sunflowerseed Meal,FEED,EU-27,EUROPE,2006,1775000,134000,3030000,57,n/a
Sunflowerseed Meal,FEED,EU-27,EUROPE,2007,1552000,39000,2467000,57,n/a
Sunflowerseed Meal,FEED,EU-27,EUROPE,2008,2511000,73000,3238000,57,n/a
Sunflowerseed Meal,FEED,EU-27,EUROPE,2009,2024000,77000,3395000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2000,1000,0,4000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2001,1000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2002,1000,0,1000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2003,4000,0,3000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2004,4000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2005,10000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2006,7000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2007,7000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2008,5000,0,3000,57,n/a
Sunflowerseed Meal,FEED,Macedonia,EUROPE,2009,6000,0,3000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2000,0,3000,48000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2001,0,0,77000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2002,0,19000,110000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2003,0,18000,123000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2004,0,20000,110000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2005,1000,17000,115000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2006,0,14000,98000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2007,1000,26000,60000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2008,0,30000,76000,57,n/a
Sunflowerseed Meal,FEED,Moldova,EUROPE,2009,1000,31000,80000,57,n/a
Sunflowerseed Meal,FEED,Serbia,EUROPE,2006,18000,15000,142000,57,n/a
Sunflowerseed Meal,FEED,Serbia,EUROPE,2007,46000,11000,103000,57,n/a
Sunflowerseed Meal,FEED,Serbia,EUROPE,2008,4000,56000,161000,57,n/a
Sunflowerseed Meal,FEED,Serbia,EUROPE,2009,5000,45000,151000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2000,10000,0,80000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2001,0,0,100000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2002,8000,8000,100000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2003,7000,51000,121000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2004,1000,30000,155000,57,n/a
Sunflowerseed Meal,FEED,Serbia and Montenegro,EUROPE,2005,27000,22000,151000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2000,0,0,9000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2001,0,0,10000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2002,0,0,11000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2003,0,0,14000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2004,0,0,11000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2005,0,0,13000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2006,0,3000,13000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2007,2000,1000,12000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2008,2000,1000,10000,57,n/a
Sunflowerseed Meal,FEED,Switzerland,EUROPE,2009,7000,2000,11000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2000,0,600000,950000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2001,0,597000,832000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2002,0,848000,1150000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2003,0,1089000,1300000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2004,0,862000,1250000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2005,0,1337000,1880000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2006,0,1483000,2025000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2007,1000,1273000,1769000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2008,0,2209000,2600000,57,n/a
Sunflowerseed Meal,FEED,Ukraine,EUROPE,2009,0,2516000,2947000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2000,3000,0,14000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2001,2000,0,8000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2002,1000,0,46000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2003,2000,0,16000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2004,3000,0,4000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2005,3000,0,8000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2006,6000,0,6000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2007,4000,0,4000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2008,2000,0,5000,57,n/a
Sunflowerseed Meal,FEED,Mexico,MIDDLE_AMERICA,2009,1000,0,5000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2000,26000,0,1000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2001,6000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2002,23000,0,0,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2003,115000,0,0,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2004,53000,0,0,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2005,63000,0,0,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2006,59000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2007,13000,0,2000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2008,72000,0,5000,57,n/a
Sunflowerseed Meal,FEED,Egypt,MIDDLE_EAST,2009,43000,0,17000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2000,0,0,20000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2001,0,0,13000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2002,0,0,13000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2003,6000,0,15000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2004,6000,0,19000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2005,2000,0,21000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2006,16000,0,25000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2007,42000,0,25000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2008,52000,0,33000,57,n/a
Sunflowerseed Meal,FEED,Iran,MIDDLE_EAST,2009,33000,0,30000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2000,37000,0,10000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2001,36000,0,6000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2002,50000,0,7000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2003,116000,0,7000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2004,142000,0,5000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2005,206000,0,7000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2006,238000,0,8000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2007,140000,0,4000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2008,253000,1000,4000,57,n/a
Sunflowerseed Meal,FEED,Israel,MIDDLE_EAST,2009,246000,0,5000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2000,29000,0,12000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2001,46000,0,15000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2002,46000,0,14000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2003,55000,0,49000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2004,33000,0,29000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2005,92000,0,32000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2006,169000,0,41000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2007,146000,0,27000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2008,150000,0,47000,57,n/a
Sunflowerseed Meal,FEED,Morocco,MIDDLE_EAST,2009,106000,0,52000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2000,149000,0,346000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2001,57000,0,258000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2002,63000,0,395000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2003,312000,0,475000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2004,281000,0,443000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2005,386000,1000,441000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2006,403000,0,472000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2007,222000,0,483000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2008,312000,6000,460000,57,n/a
Sunflowerseed Meal,FEED,Turkey,MIDDLE_EAST,2009,432000,5000,559000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2000,0,1000,34000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2001,0,1000,31000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2002,0,1000,12000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2003,0,1000,28000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2004,0,0,31000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2005,0,0,48000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2006,0,0,24000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2007,0,0,35000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2008,0,0,29000,57,n/a
Sunflowerseed Meal,FEED,Australia,OCEANIA,2009,0,0,24000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2000,18000,203000,1120000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2001,65000,97000,920000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2002,18000,163000,1225000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2003,47000,523000,1450000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2004,39000,479000,1625000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2005,36000,831000,2081000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2006,30000,866000,2220000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2007,15000,666000,1917000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2008,0,965000,2306000,57,n/a
Sunflowerseed Meal,FEED,Russian Federation,RUSSIA,2009,2000,660000,2253000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2000,0,1068000,1227000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2001,0,1284000,1397000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2002,0,1130000,1258000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2003,0,945000,1198000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2004,0,1106000,1591000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2005,0,979000,1595000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2006,0,766000,1285000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2007,0,1063000,1795000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2008,0,719000,1390000,57,n/a
Sunflowerseed Meal,FEED,Argentina,SOUTH_AMERICA,2009,0,586000,1218000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2000,0,37000,60000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2001,0,30000,70000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2002,0,26000,30000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2003,0,28000,36000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2004,0,33000,33000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2005,0,52000,52000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2006,0,69000,69000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2007,0,92000,119000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2008,0,107000,165000,57,n/a
Sunflowerseed Meal,FEED,Bolivia,SOUTH_AMERICA,2009,0,119000,128000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2000,18000,0,24000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2001,5000,11000,26000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2002,2000,0,26000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2003,2000,0,37000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2004,0,0,27000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2005,1000,0,37000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2006,2000,0,46000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2007,3000,0,54000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2008,3000,0,54000,57,n/a
Sunflowerseed Meal,FEED,Brazil,SOUTH_AMERICA,2009,0,0,49000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2000,0,3000,18000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2001,0,7000,17000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2002,0,11000,16000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2003,0,13000,19000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2004,0,15000,23000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2005,0,30000,52000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2006,0,19000,69000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2007,0,23000,70000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2008,0,20000,75000,57,n/a
Sunflowerseed Meal,FEED,Paraguay,SOUTH_AMERICA,2009,0,6000,73000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2000,4000,4000,11000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2001,9000,4000,6000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2002,9000,0,3000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2003,18000,1000,11000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2004,53000,0,8000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2005,64000,1000,7000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2006,63000,1000,7000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2007,112000,0,8000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2008,73000,0,10000,57,n/a
Sunflowerseed Meal,FEED,Uruguay,SOUTH_AMERICA,2009,84000,0,7000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2000,0,3000,515000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2001,0,2000,590000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2002,0,6000,673000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2003,1000,9000,689000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2004,0,5000,499000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2005,0,1000,685000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2006,0,0,558000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2007,0,10000,482000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2008,0,18000,426000,57,n/a
Sunflowerseed Meal,FEED,India,SOUTH_ASIA,2009,10000,6000,341000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2000,0,0,49000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2001,0,0,61000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2002,0,0,64000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2003,0,0,67000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2004,0,0,76000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2005,0,0,80000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2006,0,0,142000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2007,0,0,128000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2008,0,0,188000,57,n/a
Sunflowerseed Meal,FEED,Myanmar,SOUTH_ASIA,2009,0,0,200000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2000,0,2000,47000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2001,0,0,34000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2002,0,0,80000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2003,0,20000,170000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2004,0,1000,147000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2005,0,0,148000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2006,0,0,260000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2007,0,0,235000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2008,0,0,244000,57,n/a
Sunflowerseed Meal,FEED,Pakistan,SOUTH_ASIA,2009,0,0,178000,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2000,25000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2001,52000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2002,50000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2003,21000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2004,17000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2005,22000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2006,16000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2007,10000,0,0,57,n/a
Sunflowerseed Meal,FEED,Thailand,SOUTH_ASIA,2008,12000,0,0,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2000,72000,0,288000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2001,13000,0,335000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2002,17000,0,280000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2003,16000,4000,285000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2004,22000,1000,265000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2005,68000,1000,190000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2006,102000,1000,189000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2007,49000,1000,334000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2008,66000,1000,342000,57,n/a
Sunflowerseed Meal,FEED,South Africa,SUB_SAHARAN,2009,92000,0,243000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2000,0,8000,452000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2001,26000,26000,354000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2002,63000,3000,170000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2003,20000,12000,299000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2004,0,3000,135000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2005,5000,6000,292000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2006,20000,13000,317000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2007,0,17000,334000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2008,0,7000,342000,57,n/a
Sunflowerseed Meal,FEED,United States,UNITED_STATES,2009,0,6000,382000,57,n/a
Aquaculture,FISH,Canada,ARCTIC_AMERICA,2009,0,0,138928,40,n/a
Aquaculture,FISH,China,EAST_ASIA,2009,0,0,34779870,40,n/a
Aquaculture,FISH,Japan,EAST_ASIA,2009,0,0,718284,40,n/a
Aquaculture,FISH,Vietnam,EAST_ASIA,2009,0,0,2671800,40,n/a
Aquaculture,FISH,Europe,EUROPE,2009,0,0,2499042,40,n/a
Aquaculture,FISH,Caribbean,MIDDLE_AMERICA,2009,0,0,42514,40,n/a
Aquaculture,FISH,North Africa,MIDDLE_EAST,2009,0,0,714277,40,n/a
Aquaculture,FISH,Indonesia,OCEANIA,2009,0,0,14980000,300,n/a
Aquaculture,FISH,Oceania,OCEANIA,2009,0,0,173283,40,n/a
Aquaculture,FISH,Philippines,OCEANIA,2009,0,0,744695,40,n/a
Aquaculture,FISH,Latin America,SOUTH_AMERICA,2009,0,0,1835888,40,n/a
Aquaculture,FISH,Bangladesh,SOUTH_ASIA,2009,0,0,1308515,40,n/a
Aquaculture,FISH,India,SOUTH_ASIA,2009,0,0,4648851,40,n/a
Aquaculture,FISH,Myanmar,SOUTH_ASIA,2009,0,0,850697,40,n/a
Aquaculture,FISH,Thailand,SOUTH_ASIA,2009,0,0,1286122,40,n/a
Aquaculture,FISH,Sub-Saharan,SUB_SAHARAN,2009,0,0,276906,40,n/a
Aquaculture,FISH,United States,UNITED_STATES,2009,0,0,495499,40,n/a
Apples,FRUIT,Canada,ARCTIC_AMERICA,2000,120692,62914,532218,2147,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2001,134100,59900,465500,1980,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2002,170600,62500,352300,1855,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2003,170000,42400,402400,1830,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2004,161800,49200,386300,1906,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2005,151300,54900,414400,2083,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2006,178300,37400,402800,2287,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2007,166600,49700,446400,2287,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2008,173400,30400,426900,2397,FAOStats
Apples,FRUIT,Canada,ARCTIC_AMERICA,2009,184000,21300,413100,2539,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2002,4,0,0,651,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2003,31,0,0,537,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2004,1,0,0,949,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2006,6,0,0,850,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2007,2158,0,0,850,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2008,6075,0,0,844,FAOStats
Apples,FRUIT,Afghanistan,CENTRAL_ASIA,2009,8956,0,0,851,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2001,8400,5000,110500,321,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2002,26000,5000,93100,277,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2003,28700,5000,148900,237,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2004,6400,23500,152000,409,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2005,7300,18300,115600,380,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2006,52500,20600,101700,416,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2007,80400,5800,94700,416,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2008,134900,2100,118000,367,FAOStats
Apples,FRUIT,Kazakhstan,CENTRAL_ASIA,2009,144700,1400,107200,451,FAOStats
Apples,FRUIT,Kyrgyzstan,CENTRAL_ASIA,2001,1200,2500,109000,414,FAOStats
Apples,FRUIT,Kyrgyzstan,CENTRAL_ASIA,2002,2800,1500,104800,476,FAOStats
Apples,FRUIT,Kyrgyzstan,CENTRAL_ASIA,2003,5800,2900,128500,455,FAOStats
Apples,FRUIT,Kyrgyzstan,CENTRAL_ASIA,2004,20500,6400,107400,524,FAOStats
